x_i		f(x_i)		f'(x_i)
-0.470000	-0.807558	0.088605
-0.460000	-0.795602	0.040808
-0.450000	-0.783327	-0.008284
-0.440000	-0.770739	-0.058625
-0.430000	-0.757843	-0.110159
-0.420000	-0.744643	-0.162829
-0.410000	-0.731146	-0.216569
-0.400000	-0.717356	-0.271311
-0.390000	-0.703279	-0.326979
-0.380000	-0.688921	-0.383491
-0.370000	-0.674288	-0.440763
-0.360000	-0.659385	-0.498702
-0.350000	-0.644218	-0.557211
-0.340000	-0.628793	-0.616188
-0.330000	-0.613117	-0.675525
-0.320000	-0.597195	-0.735111
-0.310000	-0.581035	-0.794828
-0.300000	-0.564642	-0.854556
-0.290000	-0.548024	-0.914169
-0.280000	-0.531186	-0.973537
-0.270000	-0.514136	-1.032530
-0.260000	-0.496880	-1.091012
-0.250000	-0.479426	-1.148845
-0.240000	-0.461779	-1.205890
-0.230000	-0.443948	-1.262007
-0.220000	-0.425939	-1.317053
-0.210000	-0.407760	-1.370887
-0.200000	-0.389418	-1.423368
-0.190000	-0.370920	-1.474354
-0.180000	-0.352274	-1.523707
-0.170000	-0.333487	-1.571289
-0.160000	-0.314567	-1.616968
-0.150000	-0.295520	-1.660612
-0.140000	-0.276356	-1.702095
-0.130000	-0.257081	-1.741295
-0.120000	-0.237703	-1.778096
-0.110000	-0.218230	-1.812387
-0.100000	-0.198669	-1.844065
-0.090000	-0.179030	-1.873033
-0.080000	-0.159318	-1.899200
-0.070000	-0.139543	-1.922487
-0.060000	-0.119712	-1.942820
-0.050000	-0.099833	-1.960135
-0.040000	-0.079915	-1.974377
-0.030000	-0.059964	-1.985502
-0.020000	-0.039989	-1.993474
-0.010000	-0.019999	-1.998267
0.000000	0.000000	-1.999867
0.010000	0.019999	-1.998267
0.020000	0.039989	-1.993474
0.030000	0.059964	-1.985502
0.040000	0.079915	-1.974377
0.050000	0.099833	-1.960135
0.060000	0.119712	-1.942820
0.070000	0.139543	-1.922487
0.080000	0.159318	-1.899200
0.090000	0.179030	-1.873033
0.100000	0.198669	-1.844065
0.110000	0.218230	-1.812387
0.120000	0.237703	-1.778096
0.130000	0.257081	-1.741295
0.140000	0.276356	-1.702095
0.150000	0.295520	-1.660612
0.160000	0.314567	-1.616968
0.170000	0.333487	-1.571289
0.180000	0.352274	-1.523707
0.190000	0.370920	-1.474354
0.200000	0.389418	-1.423368
0.210000	0.407760	-1.370887
0.220000	0.425939	-1.317053
0.230000	0.443948	-1.262007
0.240000	0.461779	-1.205890
0.250000	0.479426	-1.148845
0.260000	0.496880	-1.091012
0.270000	0.514136	-1.032530
0.280000	0.531186	-0.973537
0.290000	0.548024	-0.914169
0.300000	0.564642	-0.854556
0.310000	0.581035	-0.794828
0.320000	0.597195	-0.735111
0.330000	0.613117	-0.675525
0.340000	0.628793	-0.616188
0.350000	0.644218	-0.557211
0.360000	0.659385	-0.498702
0.370000	0.674288	-0.440763
0.380000	0.688921	-0.383491
0.390000	0.703279	-0.326979
0.400000	0.717356	-0.271311
0.410000	0.731146	-0.216569
0.420000	0.744643	-0.162829
0.430000	0.757843	-0.110159
0.440000	0.770739	-0.058625
0.450000	0.783327	-0.008284
0.460000	0.795602	0.040808
0.470000	0.807558	0.088605
0.480000	0.819192	0.135062
0.490000	0.830497	0.180140
0.500000	0.841471	0.223806
0.510000	0.852108	0.266031
0.520000	0.862404	0.306788
0.530000	0.872355	0.346055
0.540000	0.881958	0.383817
0.550000	0.891207	0.420057
0.560000	0.900100	0.454765
0.570000	0.908633	0.487933
0.580000	0.916803	0.519555
0.590000	0.924606	0.549629
0.600000	0.932039	0.578152
0.610000	0.939099	0.605127
0.620000	0.945784	0.630556
0.630000	0.952090	0.654442
0.640000	0.958016	0.676791
0.650000	0.963558	0.697609
0.660000	0.968715	0.716902
0.670000	0.973485	0.734678
0.680000	0.977865	0.750944
0.690000	0.981854	0.765707
0.700000	0.985450	0.778975
0.710000	0.988652	0.790754
0.720000	0.991458	0.801053
0.730000	0.993868	0.809876
0.740000	0.995881	0.817229
0.750000	0.997495	0.823117
0.760000	0.998710	0.827544
0.770000	0.999526	0.830513
0.780000	0.999942	0.832026
0.790000	0.999958	0.832084
0.800000	0.999574	0.830687
0.810000	0.998790	0.827834
0.820000	0.997606	0.823523
0.830000	0.996024	0.817752
0.840000	0.994043	0.810515
0.850000	0.991665	0.801809
0.860000	0.988890	0.791629
0.870000	0.985719	0.779967
0.880000	0.982154	0.766818
0.890000	0.978197	0.752174
0.900000	0.973848	0.736029
0.910000	0.969109	0.718373
0.920000	0.963983	0.699201
0.930000	0.958471	0.678505
0.940000	0.952576	0.656278
0.950000	0.946300	0.632514
0.960000	0.939645	0.607209
0.970000	0.932615	0.580357
0.980000	0.925211	0.551957
0.990000	0.917438	0.522007
1.000000	0.909297	0.490508
1.010000	0.900793	0.457463
1.020000	0.891929	0.422877
1.030000	0.882707	0.386759
1.040000	0.873133	0.349118
1.050000	0.863209	0.309970
1.060000	0.852941	0.269331
1.070000	0.842330	0.227222
1.080000	0.831383	0.183670
1.090000	0.820104	0.138702
1.100000	0.808496	0.092354
1.110000	0.796565	0.044663
1.120000	0.784316	-0.004329
1.130000	0.771753	-0.054572
1.140000	0.758881	-0.106013
1.150000	0.745705	-0.158594
1.160000	0.732231	-0.212252
1.170000	0.718465	-0.266917
1.180000	0.704411	-0.322513
1.190000	0.690075	-0.378962
1.200000	0.675463	-0.436177
1.210000	0.660581	-0.494066
1.220000	0.645435	-0.552533
1.230000	0.630031	-0.611477
1.240000	0.614374	-0.670789
1.250000	0.598472	-0.730360
1.260000	0.582331	-0.790071
1.270000	0.565956	-0.849802
1.280000	0.549356	-0.909428
1.290000	0.532535	-0.968822
1.300000	0.515501	-1.027849
1.310000	0.498262	-1.086376
1.320000	0.480823	-1.144267
1.330000	0.463191	-1.201380
1.340000	0.445375	-1.257576
1.350000	0.427380	-1.312712
1.360000	0.409214	-1.366648
1.370000	0.390885	-1.419241
1.380000	0.372399	-1.470351
1.390000	0.353764	-1.519839
1.400000	0.334988	-1.567568
1.410000	0.316078	-1.613403
1.420000	0.297041	-1.657214
1.430000	0.277886	-1.698873
1.440000	0.258619	-1.738260
1.450000	0.239249	-1.775256
1.460000	0.219784	-1.809751
1.470000	0.200230	-1.841641
1.480000	0.180596	-1.870827
1.490000	0.160890	-1.897221
1.500000	0.141120	-1.920740
1.510000	0.121293	-1.941310
1.520000	0.101418	-1.958868
1.530000	0.081502	-1.973357
1.540000	0.061554	-1.984731
1.550000	0.041581	-1.992955
1.560000	0.021591	-1.998002
1.570000	0.001593	-1.999856
1.580000	-0.018406	-1.998512
1.590000	-0.038398	-1.993972
1.600000	-0.058374	-1.986253
1.610000	-0.078327	-1.975378
1.620000	-0.098249	-1.961382
1.630000	-0.118131	-1.944310
1.640000	-0.137966	-1.924215
1.650000	-0.157746	-1.901161
1.660000	-0.177462	-1.875220
1.670000	-0.197108	-1.846473
1.680000	-0.216675	-1.815007
1.690000	-0.236155	-1.780920
1.700000	-0.255541	-1.744315
1.710000	-0.274825	-1.705302
1.720000	-0.293998	-1.663996
1.730000	-0.313054	-1.620520
1.740000	-0.331985	-1.574998
1.750000	-0.350783	-1.527562
1.760000	-0.369441	-1.478346
1.770000	-0.387951	-1.427484
1.780000	-0.406306	-1.375118
1.790000	-0.424498	-1.321386
1.800000	-0.442520	-1.266432
1.810000	-0.460366	-1.210395
1.820000	-0.478027	-1.153418
1.830000	-0.495497	-1.095643
1.840000	-0.512769	-1.037208
1.850000	-0.529836	-0.978251
1.860000	-0.546691	-0.918907
1.870000	-0.563327	-0.859309
1.880000	-0.579738	-0.799586
1.890000	-0.595917	-0.739863
1.900000	-0.611858	-0.680263
1.910000	-0.627554	-0.620901
1.920000	-0.642999	-0.561891
1.930000	-0.658186	-0.503342
1.940000	-0.673111	-0.445353
1.950000	-0.687766	-0.388025
1.960000	-0.702146	-0.331449
1.970000	-0.716246	-0.275711
1.980000	-0.730058	-0.220893
1.990000	-0.743579	-0.167070
2.000000	-0.756802	-0.114313
2.010000	-0.769723	-0.062686
2.020000	-0.782336	-0.012248
2.030000	-0.794636	0.036946
2.040000	-0.806618	0.084847
2.050000	-0.818277	0.131412
2.060000	-0.829609	0.176602
2.070000	-0.840609	0.220381
2.080000	-0.851273	0.262721
2.090000	-0.861597	0.303596
2.100000	-0.871576	0.342983
2.110000	-0.881206	0.380865
2.120000	-0.890484	0.417227
2.130000	-0.899406	0.452058
2.140000	-0.907967	0.485349
2.150000	-0.916166	0.517094
2.160000	-0.923998	0.547291
2.170000	-0.931461	0.575938
2.180000	-0.938551	0.603036
2.190000	-0.945266	0.628588
2.200000	-0.951602	0.652597
2.210000	-0.957558	0.675068
2.220000	-0.963131	0.696007
2.230000	-0.968319	0.715422
2.240000	-0.973119	0.733318
2.250000	-0.977530	0.749704
2.260000	-0.981550	0.764586
2.270000	-0.985178	0.777973
2.280000	-0.988411	0.789871
2.290000	-0.991249	0.800287
2.300000	-0.993691	0.809227
2.310000	-0.995735	0.816697
2.320000	-0.997381	0.822702
2.330000	-0.998628	0.827245
2.340000	-0.999476	0.830330
2.350000	-0.999923	0.831959
2.360000	-0.999971	0.832133
2.370000	-0.999619	0.830852
2.380000	-0.998867	0.828115
2.390000	-0.997715	0.823920
2.400000	-0.996165	0.818265
2.410000	-0.994215	0.811145
2.420000	-0.991869	0.802556
2.430000	-0.989125	0.792494
2.440000	-0.985986	0.780950
2.450000	-0.982453	0.767920
2.460000	-0.978526	0.753395
2.470000	-0.974208	0.737369
2.480000	-0.969501	0.719835
2.490000	-0.964405	0.700784
2.500000	-0.958924	0.680209
2.510000	-0.953060	0.658104
2.520000	-0.946814	0.634463
2.530000	-0.940189	0.609281
2.540000	-0.933189	0.582552
2.550000	-0.925815	0.554276
2.560000	-0.918070	0.524449
2.570000	-0.909959	0.493073
2.580000	-0.901484	0.460151
2.590000	-0.892648	0.425688
2.600000	-0.883455	0.389691
2.610000	-0.873908	0.352171
2.620000	-0.864012	0.313142
2.630000	-0.853771	0.272620
2.640000	-0.843188	0.230628
2.650000	-0.832267	0.187190
2.660000	-0.821014	0.142334
2.670000	-0.809433	0.096094
2.680000	-0.797527	0.048508
2.690000	-0.785303	-0.000381
2.700000	-0.772764	-0.050526
2.710000	-0.759917	-0.101874
2.720000	-0.746765	-0.154367
2.730000	-0
